Sample_ID,EIO_02,EIO_25,EIO_08,EIO_23,EIO_17,EIO_12,EIO_15,EIO_21,EIO_03,EIO_26,EIO_29,EIO_31,EIO_18,EIO_09,EIO_47,EIO_46,EIO_13,EIO_38,EIO_43,EIO_44,EIO_06,EIO_33,EIO_40,EIO_35,EIO_28,EIO_41,EIO_39,EIO_11,EIO_48,EIO_22,EIO_37,EIO_32,EIO_24,EIO_20,EIO_45,EIO_14,EIO_42,EIO_19,EIO_10,EIO_01,EIO_16,EIO_27,EIO_04,EIO_05,EIO_34,EIO_36,EIO_07,EIO_30
R_G_Set4_01,1,3,0,0,0,33,0,0,4,0,5,6,0,0,0,0,0,2,15,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,477167,0,0,0,0,0,0,1,0
R_G_Set4_02,324039,1,0,0,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
R_G_Set4_03,3,0,0,0,0,0,0,0,621134,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,2,10,1,0,0,1,0,0,1,0
R_G_Set4_04,0,0,0,3,0,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,465541,1,0,1,0,0
R_G_Set4_05,0,0,1,0,1,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,0,0,1,413333,1,0,1,0
R_G_Set4_06,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,542137,1,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
R_G_Set4_07,0,0,18,3,0,0,15,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0,0,1,58,0,9,0,0,1,0,1,1,0,1,19,0,0,2,0,504612,1
R_G_Set4_08,0,0,714519,2,0,1,0,1,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,2,0,0,1,0,1,3,0
R_G_Set4_09,0,0,0,0,1,0,0,1,0,0,0,1,0,403157,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_G_Set4_10,2,0,0,0,0,0,0,1,0,0,1,28,1,2,0,2,0,1,0,1,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,579791,0,1,2,0,1,0,2,0,0
R_G_Set4_11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,632034,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
R_G_Set4_12,0,0,0,0,0,538957,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_G_Set4_13,0,0,1,1,0,0,0,1,1,0,0,33,1,59,0,0,620011,0,0,0,0,0,30,0,0,0,0,16,1,0,39,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0
R_G_Set4_14,0,0,0,0,0,1,1,0,0,188,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,20,1,0,0,0,0,1,1,0,526230,1,1,0,1,0,0,2,1,1,0,0,0
R_G_Set4_15,0,0,0,0,0,1,307602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0
R_G_Set4_16,0,1,0,200,0,0,2,2,0,1,1,0,6,2,0,1,2,1,1,0,0,0,1,0,0,0,0,0,4,0,1,4,0,0,1,0,0,0,1,0,696787,0,1,1,0,0,0,0
T_G_Set1_01,1,22,0,0,0,76,0,0,9,0,5,29,0,2,0,0,0,0,21,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,681054,0,0,0,0,0,1,0,0
T_G_Set1_02,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
T_G_Set1_03,0,1,0,0,2,0,2,0,694434,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0
T_G_Set1_04,0,0,0,1,0,6,0,0,9,2,4,0,1,0,0,0,0,1,0,1,6,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,584714,1,0,0,2,0
T_G_Set1_05,0,0,0,0,0,0,6,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,693685,5,0,0,2
T_G_Set1_06,0,0,32,0,0,0,1,0,1,11,0,2,0,1,0,1,1,0,0,0,652439,3,0,0,0,0,0,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
T_G_Set1_07,1,5,38,2,5,2,1,43,1,0,14,3,0,1,0,1,0,0,2,0,2,0,0,0,8,1,1,0,5,0,112,0,4,0,2,1,0,0,0,4,0,28,1,0,0,0,661572,0
T_G_Set1_08,1,1,697058,0,2,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,2,1,0,0,0
T_G_Set1_09,0,0,0,0,1,0,0,1,0,0,1,2,0,722303,0,0,8,0,1,0,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
T_G_Set1_10,0,2,2,0,0,237,1,0,0,2,0,48,2,1,0,1,0,1,0,0,0,0,3,0,0,1,0,14,0,1,2,0,0,0,2,0,5,0,819036,0,0,0,0,0,1,0,0,0
T_G_Set1_11,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,666064,0,0,0,0,0,0,248,0,11,0,0,0,0,0,0,0,0,0,0,0
T_G_Set1_12,0,1,1,0,0,508238,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,32,0,0,11,0,72,0,0,0,0,0,1,17,0,12,0,0,2,0,0,0,1,0,0,0,0
T_G_Set1_13,0,0,1,0,0,4,5,3,0,0,1,28,8,51,0,1,621752,1,0,0,0,1,23,0,0,2,0,29,0,1,53,0,0,0,1,141,1,0,5,0,1,0,0,1,1,1,0,0
T_G_Set1_14,1,0,0,0,0,8,2,0,0,312,0,0,206,0,0,0,0,0,11,0,1,0,0,0,0,2,22,1,0,3,2,0,0,0,5,665425,0,0,36,0,0,0,0,1,0,0,0,0
T_G_Set1_15,1,0,0,4,0,0,700409,0,72,0,0,1,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,2,0,0,0,0,1,0
T_G_Set1_16,0,0,0,139,2,0,1,7,0,0,0,7,3,0,0,1,0,1,0,0,0,0,0,0,5,0,1,1,5,0,1,0,0,0,3,1,0,1,0,0,659240,0,0,0,0,0,1,1
T_G_Set1_17,667,2,1,1,648650,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
T_G_Set1_18,0,4,1,0,0,10,1,0,0,1,0,0,418898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,102,0,0,0,0,0,0,0,0,0
T_G_Set1_19,0,1,41,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,3,632429,0,0,1,1,1,1,0,0,0,1
T_G_Set1_20,4,0,1,1,1,1,1,1,0,1,0,0,3,2,0,0,1,0,0,0,3,0,0,1,8,0,70,101,1,1,0,0,1,1069658,1,0,5,0,2,1,0,11,1,2,0,0,0,0
T_G_Set1_21,0,1,0,1,0,0,1,601246,0,0,282,0,1,0,0,1,0,0,0,214,0,0,0,0,13,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,2,1,0,0,0,1,1,0
T_G_Set1_22,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,557640,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
T_G_Set1_23,1,3,0,667018,2,0,4,28,1,0,1,104,2,18,2,0,0,1,0,2,0,0,0,1,1,0,1,54,0,5,0,1,1,1,0,0,0,0,2,0,613,0,0,1,0,2,28,0
T_G_Set1_24,0,0,5,0,8,1,0,1,0,0,1,0,0,28,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,29,0,0,575011,1,0,0,5,0,0,0,0,0,1,0,56,0,0,0
T_G_Set1_25,0,469709,1,0,15,44,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
T_G_Set1_26,1,0,0,0,0,1,3,0,1,680767,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,27,0,0,1,0,0,0,1,0,0,2,0,0,2,4,1,1,3,0,0,0
T_G_Set1_27,141,0,0,0,0,12,2,0,1,2,0,0,1,0,0,0,10,1,0,0,0,0,4,0,0,4,0,1,0,0,0,1,0,0,2,8,3,0,1,0,0,496985,0,1,0,1,5,0
T_G_Set1_28,1,13,0,5,0,0,4,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,724278,0,3,1,1,3,1,0,1,2,0,2,0,0,0,3,0,2,0,0,0,9,0,0
T_G_Set1_29,0,3,1,0,0,4,3,0,1,0,618579,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,2,0,0,0,3,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0
T_G_Set1_30,1,2,0,0,0,1,22,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,7,1,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,586164
T_G_Set1_31,0,0,0,0,2,0,1,10,0,0,7,636628,1,1,4,0,1,0,0,0,0,0,1,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,1,4,1,0,0,0,1,0,293,1
T_G_Set1_32,0,0,0,1,0,0,57,0,0,1,0,0,0,0,0,0,0,27,22,0,0,0,0,0,0,0,0,0,0,15,0,823675,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
T_G_Set1_33,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,430419,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
T_G_Set1_34,0,0,107,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,33,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,97,485141,0,0,0
T_G_Set1_35,1,0,6,0,0,0,1,0,4,0,0,0,0,2,1,0,0,2,5,0,12,0,0,675172,0,1,0,1,0,0,0,0,181,0,2,0,5,0,1,0,1,0,0,0,16,1,0,0
T_G_Set1_36,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,42,1,0,1,0,0,0,1,0,1,1,0,2,0,0,388889,0,0
T_G_Set1_37,0,1,0,0,0,0,0,0,0,3,1,0,0,44,3,0,2,0,1,3,0,0,0,0,1,0,0,0,2,0,714769,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
T_G_Set1_38,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,502784,0,0,0,0,0,18,0,0,0,24,0,0,4,0,0,0,27,0,2,0,0,0,0,0,0,0,0,26,0,0
T_G_Set1_39,0,0,0,0,14,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,746015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1
T_G_Set1_40,39,0,0,0,300,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,844101,0,0,0,59,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
T_G_Set1_41,0,0,0,0,0,0,0,2,0,1,0,0,0,332,0,0,3,1,0,0,0,1,286,0,0,693706,0,37,2,0,0,1,0,1,0,0,7098,0,0,0,0,0,0,0,0,0,1,0
T_G_Set1_42,3,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,7,0,0,62,0,1,0,0,0,0,0,0,1,0,646941,1,1,0,1,0,0,0,0,0,0,0
T_G_Set1_43,0,0,0,2,0,0,3,0,4,0,0,0,0,0,1,34,0,0,764117,0,0,0,0,0,0,0,0,0,72,0,0,1,1,1,9,2,0,0,0,1,0,0,0,1,0,1,0,0
T_G_Set1_44,1,1,0,1,0,2,0,3,0,0,0,0,0,0,3,4,1,0,46,877118,1,0,0,0,1,4,0,0,8,0,0,0,0,0,0,0,1,1,1,0,0,1,3,1,0,1,0,0
T_G_Set1_45,1,0,0,0,1,0,2,1,1,1,0,0,5,1,0,0,2,0,0,0,2,1,5,0,0,13,0,1,0,0,0,0,0,0,656992,0,305,1,2,0,1,0,1,8,0,0,0,1
T_G_Set1_46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,595658,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0
T_G_Set1_47,0,0,0,0,0,1,3,0,0,0,0,0,0,2,698806,0,2,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,1
T_G_Set1_48,0,0,0,1,0,0,2,1,0,2,0,1,18,2,47,1,2,0,0,0,4,1,0,1,4,37,0,23,621411,0,2,1,0,0,0,0,0,0,0,0,41,0,23,1,0,0,0,0
T_G_Set2_01,0,23,0,0,0,47,2,0,5,0,2,19,0,2,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,740871,0,0,0,0,0,0,0,0
T_G_Set2_02,0,0,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0
T_G_Set2_03,0,0,1,1,2,0,4,0,822139,1,3,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,12,5,1,0,0,0,0,0,0
T_G_Set2_04,0,0,0,2,0,3,1,0,23,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,0,2,3,0,1,0,0,0,2,1,0,2,0,0,1,0,0,726193,3,0,1,0,0
T_G_Set2_05,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,635412,3,1,0,3
T_G_Set2_06,1,0,48,0,0,1,1,0,0,12,0,0,0,0,0,0,1,1,0,0,702865,0,0,0,0,0,0,25,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,3
T_G_Set2_07,1,4,42,2,1,0,6,60,2,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,3,1,81,0,8,2,0,1,0,0,0,1,0,29,0,1,0,0,674998,1
T_G_Set2_08,0,0,681129,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,1,0,0,0,3,1,0,0,0
T_G_Set2_09,0,0,1,0,2,0,1,0,0,0,0,1,0,436077,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
T_G_Set2_10,1,1,0,0,0,176,2,1,0,1,1,35,1,0,0,0,0,0,0,0,0,1,4,0,0,2,0,8,0,0,0,0,0,1,4,0,4,0,608525,1,0,0,0,0,0,0,0,0
T_G_Set2_11,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,10,0,604041,1,0,2,0,0,2,257,0,18,0,0,0,0,0,0,1,0,0,0,0
T_G_Set2_12,0,0,1,0,0,509097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,8,0,55,0,0,0,2,0,2,12,0,12,0,0,0,0,0,0,0,2,0,0,0
T_G_Set2_13,1,0,0,1,0,2,3,7,0,3,3,39,19,63,1,0,684233,0,0,2,0,0,34,0,0,1,0,34,0,0,65,0,0,1,1,167,2,0,8,1,1,0,1,1,0,0,0,0
T_G_Set2_14,0,0,0,0,0,11,0,0,0,337,0,0,214,0,2,0,0,0,13,0,0,0,1,0,1,0,14,3,0,0,0,0,1,0,0,629691,2,1,24,2,0,0,0,0,0,0,0,0
